код,закупка,валюта,группа,подгруппа,наименование,описание,наличие,?
2578911,0,USD,Проекторы,RICOH,"Проекторы RICOH RICOH PJ WUL6280 (Лазер, сменная оптика)","RICOH PJ WUL6280 (Лазер, сменная оптика) DLP, WUXGA 1920x1200, 6000Lm, 10000:1, LD 20000> часов, TR (в зависимости от объектива), HDMI, HDBaseT, VGA In/Out, DVI-D, USB type A, YPBPR, PC Control (D-sub 9 pin), Wired in/out (3.5mm phone jack), LAN(RJ45), Service x1, 484x509x182 мм, 18.0 кг",,?
2578909,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ WX2440,"RICOH PJ WX2440 DLP, WXGA 1280x800, 3100 Lm, 10 000:1, лампа 5000/6000 часов, TR 1.56-1.72, HDMI, HDMI/MHL, Mini D-SUB 15pin, Composite, 3.5 mini jack (IN/OUT), USB-A, RS-232, 2 Вт, 298x101x237 мм, 2.6 кг",****,?
2578891,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ WX3351N (КФ),"RICOH PJ WX3351N (КФ) DLP, WXGA 1280x800, 3600 Lm, 13 000:1, лампа 3500/5000часов, TR 0.89-1,40, HDMI, Mini D-SUB 15 pin, (Monitor IN/OUT) Mini D-SUB15 pin, Video RCA_1 pin, Audio (IN/OUT) 3.5 Mini Jack, USB-TYPE-minB, USB TYPE-A, RJ-45, 10 Вт, 297x235x100 мм, 3.1 кг",**,?
2578896,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ WX4152 (УКФ),"RICOH PJ WX4152 (УКФ) DLP, WXGA 1280x800, 3500 Lm, 13 000:1, лампа 3500/5000часов, TR 0.11-0,14, HDMI, Mini D-SUB 15pin, RCA, 3.5 mini jack (IN/OUT), USB Type miniB, 2 Вт, 257x144x221мм, 3.0 кг",**,?
2578906,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ WX4152N (УКФ),"RICOH PJ WX4152N (УКФ) DLP, WXGA 1280x800, 3500 Lm, 13 000:1, лампа 3500/5000часов, TR 0.11-0,14, HDMI, Mini D-SUB 15pin, RCA, 3.5 mini jack (IN/OUT), USB Type A (USB 2.0 High Speed (JPEG, MPEG, MPEG2)), USB type miniB, RJ-45, Gigabit Ethernet, 2 Вт, 257x144x221 мм, 3.0 кг",,?
2578912,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ WX4152Ni (УКФ_интерактив),"RICOH PJ WX4152Ni (УКФ_интерактив) DLP, WXGA 1280x800, 3500 Lm, 13 000:1, лампа 3500/5000часов, TR 0.11-0.14, Mini D-SUB 15pin, RCA, 3.5 mini jack (IN/OUT), HDMI, USB A (USB 2.0 High Speed (JPEG, MPEG, MPEG2)), USB type miniB, RJ-45, Gigabit Ethernet, Wi-Fi, 2 Вт, 257x144x221 мм, 3.0 кг",*,?
2578904,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ WX4241N (КФ),"RICOH PJ WX4241N (КФ) DLP, WXGA 1280x800, 3300 Lm, 13 000:1, лампа 3500/5000часов, TR 0.47, HDMI, Mini D-SUB 15 pin, (Monitor IN/OUT) Mini D-SUB 15 pin, Video RCA_1 pin, Audio (IN/OUT) 3.5 Mini Jack, USB-TYPE-minB, USB TYPE-A, RJ-45, 10 Вт, 297x 235x100 мм, 3.1 кг",*,?
2578901,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ WX5461,"RICOH PJ WX5461 DLP, WXGA 1280x800, 4100 Lm, 8 000:1, лампа 3000/6000часов, TR 1.11, HDMI, HDMI/MHL, D-sub 15 pin, Composite, S-Video, Output  D-sub15 x1, Audio IN/OUT 3.5mm Mini Jack, Control Port: USB Type minB (RS-232C), 10 Вт, 314x105x223 мм, Вес 3.2 кг",***,?
2578903,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ WX5770,"RICOH PJ WX5770 DLP, WXGA 1280x800, 5100Lm, 8000:1, лампа 3000/4000 часов, TR 1.47-2.35, HDMI, HDMI/MHL, D-sub15 (2/1), Composite Video RCA, S-Video, ST mini-jack (In/Out), Audio RCA (L/R), USB A (5V@1A), mini-USB serv, RJ45, RS-232C, 12 Вт x2, 369x294x120 мм, 4.7 кг",***,?
2578897,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ WXC1110 (LED),"RICOH PJ WXC1110 (LED) DLP, WXGA 1280x800, 600 Lm, 40 000:1, лампа 20 000/30 000 часов, TR  0.8, HDMI(MHL), Mini D-SUB 15pin, 3.5 mini jack (IN/OUT), USB-A, RS-232, 1.5 Вт, 112,5x50,5x105 мм, 0.45 кг",*,?
2578898,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ WXL5670 (Лазер),"RICOH PJ WXL5670 (Лазер) DLP, WXGA 1280x800, 5200 Lm, 100000:1, LD 20000> часов, TR 1.26, HDMI, HDMI/MHL, D-sub15, HDBaseT, ST mini jack, Microphon, USB type A, mini USB, RJ45, RS-232C, Mini DIN3 (VESA 3D sync), WR/Triger Out +12B, 10Вт x2, 405x387x166 мм, 11.4 кг",**,?
2578910,0,USD,Проекторы,RICOH,"Проекторы RICOH RICOH PJ WXL6280 (Лазер, сменная оптика)","RICOH PJ WXL6280 (Лазер, сменная оптика) DLP, WXGA 1280x800, 6000Lm, 10000:1, LD 20000> часов, TR (в зависимости от объектива), HDMI, HDBaseT, VGA In/Out, DVI-D, USB type A, YPBPR, PC Control (D-sub 9 pin), Wired in/out (3.5mm phone jack),  LAN (RJ45), Service x1, 484x509x182 мм, 18 кг",,?
2578908,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ X2440,"RICOH PJ X2440 DLP, XGA 1024x768, 3000 Lm, 10 000:1, лампа 5000/6000 часов, TR 1.95-2.15, HDMI, HDMI/MHL, Mini D-SUB 15pin, Composite, 3.5 mini jack (IN/OUT), USB A, RS-232, 2 Вт, 298x101x237 мм, 2.6 кг",**** /рез.:*,?
2578892,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ X3351N (КФ),"RICOH PJ X3351N (КФ) DLP, XGA 1024x768, 3500 Lm, 13 000:1, лампа 3500/5000часов, TR 1.11-1,73, HDMI, Mini D-SUB15 pin, (Monitor IN/OUT) Mini D-SUB15 pin, Video RCA_1 pin, Audio (IN/OUT) 3.5 Mini Jack, USB-TYPE-minB, USB Type A,  RJ-45, 10 Вт, 297x235x100 мм, 3.1 кг",*,?
2578895,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ X4241N (КФ),"RICOH PJ X4241N (КФ) DLP, XGA 1024x768, 3300 Lm, 13 000:1, лампа 3500/5000часов, TR 0.58, HDMI, Mini D-SUB 15 pin, (Monitor IN/OUT) Mini D-SUB 15 pin, Video RCA_1 pin, Audio (IN/OUT) 3,5 Mini Jack, USB-TYPE-minB, USB Type A, RJ-45, 10 Вт, 297x235x100 мм, 3.1 кг",,?
2578913,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ X5461,"RICOH PJ X5461 DLP, XGA 1024x768, 4000 Lm, 8 000:1, лампа 3000/6000часов, TR 1.39, HDMI, HDMI/MHL, D-sub 15 pin, Composite, S-Video, Output  D-sub15 x1, Audio IN/OUT 3.5mm Mini Jack, Control Port: USB Type minB (RS-232C), 10 Вт, 314x105x223 мм, Вес 3.2 кг",*,?
2578893,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ X5580,"RICOH PJ X5580 DLP, XGA 1024x768, 6000 Lm, 9000:1, лампа 3000/4000часов, TR 1.24-2.22, HDMI, HDMI/MHL, D-Sub 15-pin, RCA, S-Video, DP, Stereo mini Jack, Microphone, D-Sub 15-Pin x1, 10 Вт x2, 424x356x150 мм, 6.35 кг",,?
2578902,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH PJ X5770,"RICOH PJ X5770 DLP, XGA 1024x768, 5000 Lm, 8000:1, лампа 3000/4000часов, TR 1.84-2.94, HDMI, HDMI/MHL, D-sub15(2/1), Composite Video RCA, S-Video, ST mini-jack (In/Out), Audio RCA (L/R), USB type A (5V@1A), mini-USB serv, RJ45, RS-232C, 12 Вт x2, 369x294x120 мм, 4.7 кг",***,?
2578962,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH THETA SC beige,"RICOH THETA SC beige 12 МП, фото 5376х2688, видео 1920х1080б, автошумоподавление, компенсация DR, приоритет выдержки, память 8 Гб, iOS, Android, USB,  длит. видео 5 мин., 44х130х22,9(17,9) мм, 102 г",,?
2578963,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH THETA SC blue,"RICOH THETA SC blue 12 МП, фото 5376х2688, видео 1920х1080б, автошумоподавление, компенсация DR, приоритет выдержки, память 8 Гб, iOS, Android, USB,  длит. видео 5 мин., 44х130х22,9(17,9) мм, 102 г",,?
2578961,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH THETA SC pink,"RICOH THETA SC pink 12 МП, фото 5376х2688, видео 1920х1080б, автошумоподавление, компенсация DR, приоритет выдержки, память 8 Гб, iOS, Android, USB,  длит. видео 5 мин., 44х130х22,9(17,9) мм, 102 г",,?
2578960,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH THETA SC white,"RICOH THETA SC white 12 МП, фото 5376х2688, видео 1920х1080б, автошумоподавление, компенсация DR, приоритет выдержки, память 8 Гб, iOS, Android, USB,  длит. видео 5 мин., 44х130х22,9(17,9) мм, 102 г",,?
2578964,0,USD,Проекторы,RICOH,Проекторы RICOH RICOH THETA V,"RICOH THETA V 12 МП, фото 5376х2688, видео 3840х1920, потоковое видео,автошумоподавление, компенсация DR, приоритет выдержки, память 19 Гб, iOS, Android, USB, HDMI, длит. видео 25 мин., таймер, 44х130х22,9(17,9) мм, 121 г",,?
2574874,6726.0,USD,Проекторы,SONY,Проекторы SONY SONY IFU-WLM3 (Wi-Fi модуль),"SONY IFU-WLM3 (Wi-Fi модуль) WiFi модуль для моделей VPL-EX221, VPL-EX225, VPL-EX241, VPL-EX245, VPL-EX271, VPL-EX275, VPL-EW225, VPL-EW245, VPL-EW275",***,?
2577323,15340.0,USD,Проекторы,SONY,Проекторы SONY Sony PSS-645,"Sony PSS-645 Регулируемое расстояние от стены: 280-640 мм, регулировка наклона: до 15°, нагрузка 20 кг",,?
2576473,151040.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-CH350,"SONY VPL-CH350 LCD, 1920х1200, 4000 Lm, 2500:1, 5.7 кг, лампа 3000/5000 часов (норм/эконом. режим), VGA, HDMI x2, S-Video, аудио RCA, USB (тип A, B), RS-232 , RJ-45, 406x113x330 мм",,?
2576916,160480.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-CH355,"SONY VPL-CH355 LCD, 1920x1200, 4000 Lm, 2500:1, 5.7 кг, лампа 2500/3500 часов (норм/эконом. режим), HDBaseT, VGA, HDMI x2, S-Video, композитный, компонентный, аудио mini jack, аудио RCA , USB (A,B), RS-232 , RJ-45, 406x113x331 мм",,?
2576470,177000.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-CH370,"SONY VPL-CH370 LCD, 1920х1200, 5000 Lm, 2500:1, 5.7 кг, лампа 3000/5000 часов (норм/эконом. режим), VGA, HDMI x2, S-Video, аудио RCA, USB (тип A, B), RS-232 , RJ-45, 406x113x330 мм",**** /рез.:*,?
2576447,197060.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-CH375,"SONY VPL-CH375 LCD, 1920x1200, 5000 Lm, 2500:1, 5.7 кг, лампа 2500/3500 часов (норм/эконом. режим), HDBaseT, VGA, HDMI x2, S-Video, композитный, компонентный, аудио mini jack, аудио RCA , USB (A,B), RS-232 , RJ-45, 406x113x331 мм",,?
2575369,101016.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-CW255,"SONY VPL-CW255 LCD, 1280x800, 4500 Lm, 3700:1, 5.5 кг, лампа 3000/5000 часов (норм/эконом. режим)VGA x2, HDMI, S-Video, композитный, компонентный, аудио mini jack, аудио RCA , VGA, аудио mini jack, RS-232 , RJ-45, 406x113x330 мм",,?
2576472,52746.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-DW122,"SONY VPL-DW122 LCD, 1280х800, 2600 Lm, 2500:1, 2,5 кг, лампа 3000/10000 часов (норм/выс. режим), VGA, HDMI, композитный, компонентный, динамик 1Вт, 315x75x231 мм",,?
2577683,48466.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-DW240,"SONY VPL-DW240 LCD, 1280х800, 3000 Lm, 4000:1, 2,7 кг, лампа 3000/10000 часов (норм/выс. режим), VGA, HDMI x2, USB Type-A, аудио mini jack, 325x80x230 мм",,?
2578147,48466.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-DW241,"SONY VPL-DW241 LCD, 1280х800, 3100 Lm, 4000:1, 2,7 кг, лампа 3000/10000 часов (норм/выс. режим), VGA, HDMI x2, USB Type-A, аудио mini jack, 325x80x230 мм",,?
2576471,43660.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-DX122,"SONY VPL-DX122 LCD, 1024х768, 2600 Lm, 2500:1, 2.5 кг, лампа 3000/10000 часов (выс./эконом. режим), VGA, S-Video, HDMI, композитный, компонентный, аудио mini jack, 315x75x231 мм",,?
2578144,33040.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-DX221,"SONY VPL-DX221 LCD, 1024х768, 2800 Lm, 4000:1, 2.7 кг, лампа 3000/10000 часов (выс./эконом. режим), VGA, S-Video, HDMI x2, USB Type-A, аудио mini jack, 325x80x230 мм",,?
2578145,42450.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-DX241,"SONY VPL-DX241 LCD, 1024х768, 3300 Lm, 4000:1, 2.7 кг, лампа 3000/10000 часов (выс./эконом. режим), VGA, S-Video, HDMI x2, USB Type-A, аудио mini jack, 325x80x230 мм",,?
2578146,48765.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-DX271,"SONY VPL-DX271 LCD, 1024х768, 3600 Lm, 4000:1, 2.7 кг, лампа 3000/10000 часов (выс./эконом. режим), VGA, S-Video, HDMI x2, USB Type-A, композитный, компонентный, аудио mini jack, 325x80x230 мм",,?
2576924,120360.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-EW315,"SONY VPL-EW315 LCD, 1280x800, 3800 Lm, 2700:1,лампа 3000/10000 часов (норм/эконом. режим), VGAx2, HDMI, USB (A,B), RS232x1, RJ45x1, 16Вт, Wi-Fi-опция, iOs/Android-cовместимость, 3.9 кг",**,?
2578136,66403.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-EX575,"SONY VPL-EX575 LCD, 1024х768, 4200 Lm, 20000:1,лампа 4000/10000 часов (норм/эконом. режим), VGAx2, HDMIx2, USB (A,B), RS232x1, RJ45x1, 16Вт, Wi-Fi-опция, iOs/Android-cовместимость, 3.9 кг",****,?
2576015,78706.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-SW225,"SONY VPL-SW225 LCD, 1280x800, 2600 Lm, 3000:1, 4,4 кг, лампа 4000/10000 часов (норм/эконом. режим), 0.46:1, VGA, HDMI, USB (A,B), S-Video, композитный, компонентный, аудио mini jack, аудио RCA , RS-232, Ethernet, 365x138,7x310 мм, 16 Вт",,?
2575914,96406.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-SW235,"SONY VPL-SW235 LCD, 1280x800, 3000 Lm, 3000:1, 4,4 кг, лампа 4000/10000 часов (норм/эконом. режим), 0.46:1, VGA, HDMI, USB (A,B), S-Video, композитный, компонентный, аудио mini jack, аудио RCA , RS-232, Ethernet, 365x138,7x310 мм, 16 Вт",****,?
2576016,94000.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-SW630,"SONY VPL-SW630 LCD, 1280x800, 3100 Lm, 3000:1, 6 кг, лампа 3000/8000 часов (норм/эконом. режим), 0.27:1, VGA, HDMI, USB (A,B), S-Video, композитный, компонентный, аудио mini jack, аудио RCA , RS-232, Ethernet, 372x138x382 мм, 16 Вт",,?
2577452,102070.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-SW631C,"SONY VPL-SW631C Интерактивный, LCD, 1280x800, 3300 Lm, 3000:1, лампа 4000/10000 часов (норм/эконом. режим), 0.27:1, VGA, HDMI, USB (A,B), RS-232, Ethernet, 372x138x382 мм, динамик 16 Вт, интерактивное перо в комплекте, сдвиг объектива по вертикали/ горизонтали, 6,2 кг",,?
2577490,160210.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-SW636C,"SONY VPL-SW636C Интерактивный, работа без ПК, LCD, 1280x800, 3300 Lm, 3000:1, лампа 4000/10000 часов (норм/эконом. режим), 0.27:1, VGA, HDMI, USB (A,B), RS-232, Ethernet, 372x138x382 мм, динамик 16 Вт, перо в комплекте, сдвиг по вертикали/горизонтали, 6,2 кг,",,?
2576917,84960.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-SX226,"SONY VPL-SX226 LCD, 1024x768, 2800 Lm, 3000:1, 4,4 кг, лампа 4000/10000 часов (норм/эконом. режим), 0.46:1, VGA, HDMI, USB (A,B), S-Video, композитный, компонентный, аудио mini jack, аудио RCA , RS-232, Ethernet, 365x138,7x310 мм, 16 Вт",,?
2576724,88028.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-SX236,"SONY VPL-SX236 LCD, 1024x768, 3300 Lm, 3000:1, 4,4 кг, лампа 4000/10000 часов (норм/эконом. режим), 0.46:1, VGA, HDMI, USB (A,B), S-Video, композитный, компонентный, аудио mini jack, аудио RCA , RS-232, Ethernet, 365x138,7x310 мм, 16 Вт",,?
2577786,96996.0,USD,Проекторы,SONY,Проекторы SONY SONY VPL-SX631,"SONY VPL-SX631 LCD, 1024x768, 3300 Lm, 3000:1, лампа 4000/10000 часов (норм/эконом. режим), 0.27:1, VGA x2, HDMI, USB (A,B), S-Video, RS-232, Ethernet, 372x138x382 мм, 16 Вт, 6 кг",,?
2578444,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic LS800HD,"ViewSonic LS800HD Лазерный, 3D, DLP, Full HD, 1920x1080, 5000 Lm, 100000:1, 20000/30000 часов (норм/SuperEco режим), TR 1.15-1.9, VGA, HDMI x3, композитный, аудио mini jack, аудио RCA, RS-232, RJ45, USB (A, B), HDBaseT, 32 дБ, 11 кг, 360x440x161 мм, сдвиг объектива, 24/7",*** /рез.:*,?
2578443,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic LS800WU,"ViewSonic LS800WU Лазерный, 3D, DLP, WUXGA, 1920x1200, 5500 Lm, 100000:1, 20000/30000 часов (норм/SuperEco режим), TR 1.15-1.9, VGA, HDMI x3, композитный, аудио mini jack, аудио RCA, RS-232, RJ45, USB (A, B), HDBaseT, 32 дБ, 11 кг, 360x440x161 мм, сдвиг объектива, 24/7",* /рез.:*,?
2578021,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic LS830,"ViewSonic LS830 Лазерный УКФ, 3D, Full HD, 1920x1080, 4500 Lm, 100000:1, 15000/20000 часов (норм/эконом режим), TR 0.25, 16W, VGA x2, HDMI x2, композитный, компонентный, S-Video, аудио mini jack, аудио RCA, USB A, RJ45, RS232, 28 дБ, 13.6 кг, 508x165x392 мм",/рез.:*,?
2578531,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic M1,"ViewSonic M1 DLP, LED, FWVGA, 854x480, 250 Lm, 120000:1, лампа 30000 часов, TR 1.2, HDMI, аудио mini jack, Micro SD Card, USB type C (Power Charging, USB Display), 3W x2 динамик Harman Kardon, 27 дБ, 750 г, 148x41x126 мм",/рез.:**,?
2579029,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic M1+,"ViewSonic M1+ DLP, LED, FWVGA, 854x480, 250 Lm, 120000:1, лампа 30000 часов, TR 1.2, HDMI, аудио mini jack, Micro SD Card, USB type A, USB type C (Power Charging, USB Display), 3W x2 динамик Harman Kardon, 26 дБ, 750 г, 146x40x126 мм, Wi-Fi (5Gn)",,?
2578234,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PA502S,"ViewSonic PA502S DLP, 3D, SVGA, 800x600, 3500 Lm, 22000:1, лампа 5000/15000 часов (норм/SuperEco режим), TR 1.97-2.17, VGA, HDMI, композитный, USB mini B, RS232, 30 дБ, 2.1 кг, 320x123x210 мм",,?
2578756,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PA502SP,"ViewSonic PA502SP DLP, 3D, SVGA, 800x600, 3500 Lm, 22000:1, лампа 5000/15000 часов (норм/SuperEco режим), TR 1.97-2.17, VGA, HDMI, композитный, аудио mini jack, USB (A), USB mini B, RS232, динамик 2W, 30 дБ, 2.1 кг, 320x123x210 мм",**** /рез.:*,?
2578459,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PA502X,"ViewSonic PA502X DLP, 3D, XGA, 1024x768, 3500 Lm, 22000:1, лампа 5000/15000 часов (норм/SuperEco режим), TR 1.97-2.17, VGA, HDMI, композитный, USB mini B, RS232, 30 дБ, 2.1 кг, 320x123x210 мм",**** /рез.:*,?
2578803,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PA502XP,"ViewSonic PA502XP DLP, 3D, XGA, 1024x768, 3500 Lm, 22000:1, лампа 5000/15000 часов (норм/SuperEco режим), TR 1.97-2.17, VGA, HDMI, композитный, аудио mini jack, USB (A), USB mini B, RS232, динамик 2W, 30 дБ, 2.1 кг, 320x123x210 мм",****,?
2578233,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PA503S,"ViewSonic PA503S DLP, 3D, SVGA, 800x600, 3600 Lm, 22000:1, лампа 5000/15000 часов (норм/SuperEco режим), TR 1.96-2.15, VGA x2, HDMI, композитный, аудио mini jack, USB mini B, RS232, динамик 2W, 27 дБ, 2.12 кг, 294x110x218 мм",**** /рез.:****,?
2578886,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PA503SP,"ViewSonic PA503SP DLP, 3D, SVGA, 800x600, 3600 Lm, 22000:1, лампа 5000/15000 часов (норм/SuperEco режим), TR 1.96-2.15, VGA x2, HDMI x2, композитный, компонентный, аудио mini jack, USB (тип A), USB (тип B), RS-232, динамик 2W, 31 дБ, 2.2 кг, 294x110x218 мм",****,?
2578236,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PA503W,"ViewSonic PA503W DLP, 3D, WXGA, 1280x800, 3600 Lm, 22000:1, лампа 5000/15000 часов (норм/SuperEco режим), TR 1.55-1.7, VGA x2, HDMI, композитный, аудио mini jack, USB mini B, RS232, динамик 2W, 27 дБ, 2.12 кг, 294x110x218 мм",****,?
2578235,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PA503X,"ViewSonic PA503X DLP, 3D, XGA, 1024x768, 3600 Lm, 22000:1, лампа 5000/15000 часов (норм/SuperEco режим), TR 1.96-2.15, VGA x2, HDMI, композитный, аудио mini jack, USB mini B, RS232, динамик 2W, 27 дБ, 2.12 кг, 294x110x218 мм",**** /рез.:*,?
2578916,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PA503XP,"ViewSonic PA503XP DLP, 3D, XGA, 1024x768, 3600 Lm, 22000:1, лампа 5000/15000 часов (норм/SuperEco режим), TR 1.96-2.15, VGA x2, HDMI x2, композитный, компонентный, аудио mini jack, USB (тип A), USB (тип B), RS232, динамик 2W, 2.2 кг, 294x110x218 мм",****,?
2578316,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PA505W,"ViewSonic PA505W DLP, 3D, WXGA, 1280x800, 3500 Lm, 22000:1, лампа 3500/7000 часов (норм/SuperEco режим), TR 1.54-1.71, VGA x2, HDMI x2, композитный, аудио mini jack, USB (A), USB mini B, RS232, динамик 8W, 30 дБ, 2.94 кг, 348x107x234 мм",****,?
2578821,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PG603W,"ViewSonic PG603W DLP, 3D, WXGA, 1280x800, 3600 Lm, 22000:1, лампа 5000/15000 часов, TR 1.55-1.7, VGA, HDMI, композитный, аудио mini jack, USB (A) x2, USB (B), RJ45, RS232, 10W динамик, 27 дБ, 2.3 кг, 294x218x110 мм, просмотр с USB, LAN/Wi-Fi дисплей",,?
2578481,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PG603X,"ViewSonic PG603X DLP, 3D, XGA, 1024x768, 3600 Lm, 22000:1, лампа 5000/15000 часов, TR 1.96-2.15, VGA, HDMI, композитный, аудио mini jack, USB (A) x2, USB (B), RJ45, RS232, 10W динамик, 27 дБ, 2.3 кг, 294x218x110 мм, просмотр с USB, LAN/Wi-Fi дисплей",****,?
2578887,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PG700WU,"ViewSonic PG700WU DLP, 3D, WUXGA, 1920x1200, 3500 Lm, 12000:1, лампа 5000/15000 часов, TR 1.5-1.65, VGA, HDMI x2, композитный, аудио mini jack, USB (A), USB (B), RS232, 31/27 дБ, 2W динамик, 3.6 кг, 332x261x135 мм",,?
2578317,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PG703W,"ViewSonic PG703W DLP, 3D, WXGA, 1280x800, 4000 Lm, 22000:1, лампа 4000/15000 часов, TR 1.55-1.7, VGA, HDMI x2, S-Video, композитный, аудио mini jack, USB (B), RJ45, RS232, MHL, 10W динамик, 29 дБ, 2.4 кг, 294x218x110 мм",**,?
2578863,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PG703X,"ViewSonic PG703X DLP, 3D, XGA, 1024x768, 4000 Lm, 22000:1, лампа 4000/15000 часов, TR 1.96-2.15, VGA, HDMI x2, S-Video, композитный, аудио mini jack, USB (B), RJ45, RS232, MHL, 10W динамик, 29 дБ, 2.4 кг, 294x218x110 мм",*** /рез.:*,?
2578302,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PG705HD,"ViewSonic PG705HD DLP, 3D, Full HD, 1920x1080, 4000 Lm, 12000:1, лампа 4000/15000 часов, TR 1.47-1.76, VGA, HDMI x2, S-Video, композитный, аудио mini jack, USB (A), USB (B), RJ45, RS232, VGA out, 27 дБ, 10W динамик, 3.68 кг, 332x261x135 мм",* /рез.:*,?
2578318,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PG705WU,"ViewSonic PG705WU DLP, 3D, WUXGA, 1920x1200, 4000 Lm, 12000:1, лампа 4000/15000 часов, TR 1.47-1.76, VGA, HDMI x2, S-Video, композитный, аудио mini jack, USB (A), USB (B), RJ45, RS232, VGA out, 27 дБ, 10W динамик, 3.68 кг, 332x261x135 мм",***,?
2578238,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PG800HD,"ViewSonic PG800HD DLP, 3D, Full HD, 1920x1080, 5000 Lm, 5000:1, лампа 2000/2500 часов (норм/SuperEco режим), TR 1.15-1.5, 20W speaker, VGA x2, HDMI x2, S-Video, композитный, аудио mini jack, аудио RCA, USB (A), USB (B), RJ45, RS232, MHL, 33 дБ, 6.2 кг, 470x316x140 мм",** /рез.:*,?
2578011,0,USD,Проекторы,VIEWSONIC,Проекторы VIEWSONIC ViewSonic PJD7720HD,"ViewSonic PJD7720HD DLP, 3D, Full HD, 1920x1080, 3200 Lm, 22000:1, лампа 4000/10000 часов (норм/SuperEco режим), TR 1.49-1.64, 10W speaker, 2x HDMI, аудио mini jack, audio out, RS232, MHL, 35/30 дБ, 2.4 кг, 316x104x228 мм, DarkChip3, 144Hz 3D, SuperColor technology",*** /рез.:**,?
